-0.060054,-0.074525,-1.1568
-0.15811,-0.10623,-1.1386
-0.028097,-0.15852,-1.1453
0.075056,-0.028256,-1.1584
0.058843,-0.11822,-1.1511
0.15193,-0.075823,-1.1432
0.1428,-0.17063,-1.1289
0.22814,-0.027302,-1.1266
-0.098246,0.009577,-1.1565
-0.18339,-0.015783,-1.1404
-0.0087099,0.013688,-1.163
0.068049,0.06553,-1.1566
0.15674,0.034933,-1.1449
-0.17548,0.057307,-1.1398
-0.26403,0.024182,-1.1151
-0.070434,0.097736,-1.1533
0.018221,0.14189,-1.1493
0.094545,0.188,-1.1327
-0.14594,0.14366,-1.1349
-0.060227,0.18958,-1.1366
0.0089397,0.25089,-1.1201
0.052694,-0.2096,-1.1313
-0.033193,-0.2462,-1.1203
0.036416,-0.30132,-1.0993
0.12193,-0.26482,-1.1042
-0.20698,-0.23236,-1.0953
-0.11962,-0.19662,-1.126
0.20237,-0.22141,-1.0997
0.22854,-0.12662,-1.1154
-0.25633,-0.066356,-1.1157
-0.32906,-0.11502,-1.0776
-0.23952,-0.15237,-1.1079
0.17064,0.13141,-1.1306
0.30062,-0.070989,-1.0962
0.24094,0.066318,-1.1197
-0.33506,-0.022183,-1.0848
-0.32573,0.087118,-1.0839
0.09844,0.27647,-1.1034
0.18526,0.22389,-1.1042
-0.23758,0.10967,-1.1162
-0.13969,0.22984,-1.1142
-0.22433,0.1971,-1.1021
0.011455,0.32517,-1.089
-0.080515,0.29157,-1.1004
-0.19939,0.28886,-1.077
-0.11384,-0.34437,-1.0695
-0.026859,-0.3607,-1.0706
0.10316,-0.3501,-1.0698
-0.27389,-0.27258,-1.0554
-0.12223,-0.26183,-1.1045
0.18598,-0.31254,-1.0697
0.27766,-0.16191,-1.09
-0.39515,-0.056277,-1.0489
-0.30959,-0.19936,-1.0669
0.36716,-0.025006,-1.0659
0.31023,0.11502,-1.0853
-0.38974,0.032349,-1.0529
-0.34759,0.18255,-1.0525
0.17015,0.31201,-1.0729
0.2787,0.20387,-1.078
-0.28435,0.24639,-1.0623
-0.24605,0.32971,-1.0398
-0.075259,0.3674,-1.0631
0.095341,0.36274,-1.0618
-0.16153,0.36216,-1.0501
-0.065254,-0.4167,-1.0343
0.032028,-0.42629,-1.0313
0.13166,-0.41605,-1.0259
-0.35079,-0.2361,-1.0325
-0.20306,-0.3316,-1.0542
0.27251,-0.28654,-1.0512
0.33533,-0.21527,-1.0494
-0.43386,0.025357,-1.0236
-0.38335,-0.14517,-1.0406
0.39207,-0.118,-1.0419
0.37765,0.060664,-1.0588
-0.40767,0.11695,-1.0325
-0.40945,0.20659,-1.0073
0.25473,0.28906,-1.0557
0.35863,0.15188,-1.0525
-0.32539,0.27581,-1.0293
-0.18657,0.40082,-1.0177
0.014261,0.40006,-1.0466
0.19017,0.35589,-1.0433
-0.081004,0.41344,-1.032
-0.149,-0.44529,-1.001
0.060175,-0.49319,-0.98014
0.21463,-0.42693,-0.99563
-0.4241,-0.23567,-0.98811
-0.26661,-0.3688,-1.0108
0.31104,-0.35191,-1.0017
0.41574,-0.20185,-1.0065
-0.50654,-0.050619,-0.9688
-0.43732,-0.070778,-1.0175
0.4568,-0.10345,-1.0011
0.4178,-0.020971,-1.0348
-0.45408,0.1157,-0.99926
-0.40078,0.29358,-0.97828
0.33583,0.2456,-1.0362
0.41695,0.077295,-1.0297
-0.29483,0.36028,-1.0017
-0.13405,0.46906,-0.98457
0.10676,0.41322,-1.0285
0.2811,0.33724,-1.0203
-0.0029448,0.45823,-1.0068
-0.2258,-0.47667,-0.9543
-0.019038,-0.53104,-0.9512
0.19099,-0.49771,-0.94943
-0.42076,-0.38168,-0.91623
-0.34782,-0.37117,-0.96942
0.2952,-0.43292,-0.95763
0.42146,-0.28426,-0.97078
-0.56966,-0.022432,-0.91364
-0.49585,-0.2209,-0.93969
0.509,-0.15642,-0.94962
0.48463,0.032505,-0.98759
-0.514,0.15129,-0.94579
-0.44433,0.34505,-0.92102
0.41388,0.20515,-1.005
0.48783,0.20232,-0.95271
-0.28107,0.43832,-0.95833
-0.11299,0.53856,-0.93208
0.18889,0.43545,-0.99502
0.35943,0.34857,-0.97533
0.055442,0.51196,-0.96322
-0.11869,-0.62807,-0.84038
-0.077137,-0.57888,-0.90151
0.13887,-0.55871,-0.90909
-0.48465,-0.39654,-0.85456
-0.28834,-0.51508,-0.8945
0.30076,-0.50231,-0.89942
0.44715,-0.34966,-0.91761
-0.62751,0.0042246,-0.85251
-0.5623,-0.21239,-0.88225
0.55819,-0.20102,-0.89113
0.5527,0.011333,-0.93065
-0.56384,0.19412,-0.88693
-0.47553,0.39951,-0.85979
0.42492,0.37227,-0.91879
0.55457,0.203,-0.89334
-0.30148,0.50104,-0.89875
-0.10649,0.60171,-0.8707
0.24966,0.47708,-0.94311
0.29897,0.52022,-0.88294
0.090052,0.57042,-0.90612
-0.15645,-0.67213,-0.77385
0.090849,-0.6716,-0.79081
0.11123,-0.61792,-0.85332
-0.54269,-0.40915,-0.78735
-0.3426,-0.55155,-0.82743
0.30629,-0.5653,-0.8351
0.47342,-0.40684,-0.85758
-0.67925,0.031039,-0.78636
-0.62284,-0.20541,-0.81839
0.60149,-0.24329,-0.82775
0.61407,-0.011294,-0.86814
-0.60712,0.23672,-0.82337
-0.49912,0.4526,-0.79458
0.48441,0.39347,-0.85644
0.61559,0.19997,-0.82903
-0.31108,0.56158,-0.83498
-0.31297,0.61848,-0.7675
0.12019,0.62366,-0.84321
0.3467,0.55656,-0.81805
-0.092577,0.65893,-0.80541
-0.19474,-0.7096,-0.7035
0.069149,-0.7198,-0.72418
0.30774,-0.62298,-0.7665
-0.59699,-0.41582,-0.7161
-0.39376,-0.58135,-0.75586
0.51145,-0.51088,-0.7241
0.49558,-0.45995,-0.79274
-0.72449,0.060358,-0.71645
-0.67797,-0.19561,-0.7499
0.63804,-0.2853,-0.76033
0.66843,-0.036353,-0.80095
-0.64341,0.27933,-0.75572
-0.67224,0.32289,-0.68486
0.54091,0.40762,-0.78991
0.67147,0.1913,-0.76073
-0.51526,0.50422,-0.72586
-0.30784,0.67137,-0.69681
0.15454,0.66906,-0.77668
0.3951,0.58444,-0.74957
-0.072591,0.71011,-0.73673
-0.23476,-0.73989,-0.63006
0.043851,-0.76243,-0.6542
0.30315,-0.67595,-0.69464
-0.64805,-0.41537,-0.6417
-0.44348,-0.60311,-0.68103
0.52032,-0.56009,-0.65228
0.66728,-0.32814,-0.68948
-0.77242,-0.15987,-0.60309
-0.72787,-0.18067,-0.67786
0.75578,-0.097231,-0.65612
0.71571,-0.064973,-0.73009
-0.76286,0.093199,-0.64348
-0.69331,0.36741,-0.61121
0.59479,0.41416,-0.71984
0.72217,0.17676,-0.68899
-0.52387,0.55434,-0.65412
-0.29618,0.71999,-0.62337
0.19207,0.70696,-0.70685
0.44347,0.60436,-0.67787
-0.047532,0.7552,-0.66502
-0.27684,-0.7626,-0.55423
0.014364,-0.7994,-0.58131
0.29216,-0.72431,-0.6202
-0.5402,-0.62073,-0.52511
-0.49223,-0.61642,-0.6038
0.52182,-0.60752,-0.57778
0.68902,-0.37186,-0.61569
-0.81123,-0.13279,-0.5264
-0.69581,-0.40727,-0.56492
0.78849,-0.13301,-0.57971
0.76748,0.15653,-0.61431
-0.79404,0.12981,-0.56817
-0.70626,0.4131,-0.53557
0.64571,0.41346,-0.64668
0.69331,0.40556,-0.57098
-0.52496,0.60268,-0.5798
-0.27777,0.76409,-0.54779
0.23196,0.73753,-0.63402
0.49127,0.61652,-0.60337
-0.017977,0.79398,-0.59067
-0.062073,-0.85332,-0.43141
-0.020227,-0.83004,-0.50642
0.27431,-0.76797,-0.54387
-0.58834,-0.61427,-0.44673
-0.32196,-0.7766,-0.4773
0.5149,-0.65334,-0.50166
0.70269,-0.41663,-0.53969
-0.84377,-0.097847,-0.44941
-0.74017,-0.39056,-0.48697
0.81312,-0.17313,-0.50198
0.80704,0.1303,-0.53749
-0.81742,0.17072,-0.49152
-0.7097,0.46054,-0.45921
0.53853,0.62037,-0.52692
0.73764,0.38921,-0.49396
-0.51761,0.6493,-0.5038
-0.25118,0.80348,-0.47139
0.27391,0.76058,-0.55877
0.31903,0.77491,-0.4824
0.01676,0.82605,-0.51466
-0.11457,-0.8673,-0.36011
0.21011,-0.84072,-0.39237
0.24806,-0.80689,-0.467
-0.63816,-0.59371,-0.37218
-0.3724,-0.77964,-0.40199
0.49702,-0.69814,-0.42598
0.70678,-0.46344,-0.46301
-0.86898,-0.05128,-0.37563
-0.78141,-0.36217,-0.41042
0.82813,-0.21993,-0.42523
0.84029,0.096002,-0.46026
-0.83142,0.21803,-0.41576
-0.70063,0.51197,-0.38549
0.58628,0.61374,-0.45039
0.77898,0.36118,-0.41818
-0.49948,0.69477,-0.4282
-0.46618,0.74002,-0.35739
0.058706,0.85033,-0.43879
0.36953,0.77828,-0.40762
-0.21288,0.83782,-0.39716
-0.17817,-0.87044,-0.29629
0.15744,-0.86864,-0.32445
0.46423,-0.74273,-0.3549
-0.68934,-0.55743,-0.30527
-0.43005,-0.76897,-0.33258
0.67431,-0.57018,-0.32166
0.69822,-0.51432,-0.38885
-0.88548,0.0083474,-0.30909
